GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Codec,org.apache.commons.lang3,SerializationException,16,0,0,0,8,0,4,0,4,0
Apache Commons Codec,org.apache.commons.lang3,CharSequenceUtils,294,0,70,0,73,0,43,0,8,0
Apache Commons Codec,org.apache.commons.lang3,ObjectUtils.Null,5,0,0,0,3,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3,StringEscapeUtils,1091,0,0,0,67,0,18,0,18,0
Apache Commons Codec,org.apache.commons.lang3,CharSetUtils,255,0,54,0,61,0,35,0,8,0
Apache Commons Codec,org.apache.commons.lang3,ThreadUtils,314,0,46,0,59,0,39,0,16,0
Apache Commons Codec,org.apache.commons.lang3,SystemUtils,481,0,48,0,134,0,42,0,18,0
Apache Commons Codec,org.apache.commons.lang3,ClassUtils.1.new Iterator() {...},33,0,2,0,6,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3,ClassPathUtils,120,0,0,0,14,0,5,0,5,0
Apache Commons Codec,org.apache.commons.lang3,ClassUtils.new Iterable() {...},21,0,0,0,4,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3,ClassUtils.new Iterable() {...},18,0,0,0,3,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.reflect,TypeUtils,2438,0,426,0,495,0,271,0,58,0
Apache Commons Codec,org.apache.commons.lang3.reflect,TypeUtils.WildcardTypeBuilder,19,0,0,0,5,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.reflect,TypeUtils.GenericArrayTypeImpl,37,0,6,0,9,0,8,0,5,0
Apache Commons Codec,org.apache.commons.lang3.reflect,MemberUtils.Executable,38,0,0,0,12,0,6,0,6,0
Apache Commons Codec,org.apache.commons.lang3.reflect,TypeUtils.ParameterizedTypeImpl,76,0,6,0,17,0,10,0,7,0
Apache Commons Codec,org.apache.commons.lang3.reflect,TypeLiteral,80,0,4,0,16,0,8,0,6,0
Apache Commons Codec,org.apache.commons.lang3.reflect,TypeUtils.WildcardTypeImpl,67,0,6,0,14,0,10,0,7,0
Apache Commons Codec,org.apache.commons.lang3.reflect,TypeUtils.new Typed() {...},9,0,0,0,2,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.reflect,MemberUtils,428,0,78,0,78,0,53,0,14,0
Apache Commons Codec,org.apache.commons.lang3.reflect,FieldUtils,718,0,80,0,144,0,75,0,35,0
Apache Commons Codec,org.apache.commons.lang3.reflect,ConstructorUtils,202,0,24,0,54,0,21,0,9,0
Apache Commons Codec,org.apache.commons.lang3.reflect,InheritanceUtils,42,0,10,0,12,0,7,0,2,0
Apache Commons Codec,org.apache.commons.lang3.reflect,MethodUtils,1086,0,148,0,243,0,104,0,30,0
Apache Commons Codec,org.apache.commons.lang3.event,EventUtils,109,0,0,0,17,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.event,EventListenerSupport,204,0,6,0,51,0,18,0,15,0
Apache Commons Codec,org.apache.commons.lang3.event,EventUtils.EventBindingInvocationHandler,58,0,8,0,11,0,7,0,3,0
Apache Commons Codec,org.apache.commons.lang3.event,EventListenerSupport.ProxyInvocationHandler,25,0,2,0,5,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.tuple,MutableTriple,43,0,0,0,17,0,9,0,9,0
Apache Commons Codec,org.apache.commons.lang3.tuple,ImmutableTriple,36,0,0,0,11,0,7,0,7,0
Apache Commons Codec,org.apache.commons.lang3.tuple,Triple,134,0,16,0,18,0,15,0,7,0
Apache Commons Codec,org.apache.commons.lang3.tuple,ImmutablePair,32,0,0,0,10,0,7,0,7,0
Apache Commons Codec,org.apache.commons.lang3.tuple,Pair,109,0,12,0,17,0,15,0,9,0
Apache Commons Codec,org.apache.commons.lang3.tuple,MutablePair,40,0,0,0,16,0,8,0,8,0
Apache Commons Codec,org.apache.commons.lang3.exception,ContextedRuntimeException,97,0,2,0,28,0,15,0,14,0
Apache Commons Codec,org.apache.commons.lang3.exception,CloneFailedException,13,0,0,0,6,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.exception,ExceptionUtils,638,0,92,0,149,0,76,0,30,0
Apache Commons Codec,org.apache.commons.lang3.exception,ContextedException,97,0,2,0,28,0,15,0,14,0
Apache Commons Codec,org.apache.commons.lang3.exception,DefaultExceptionContext,227,0,24,0,54,0,20,0,8,0
Apache Commons Codec,org.apache.commons.codec,DecoderException,0,16,0,0,0,8,0,4,0,4
Apache Commons Codec,org.apache.commons.codec,EncoderException,0,16,0,0,0,8,0,4,0,4
Apache Commons Codec,org.apache.commons.codec,Charsets,5,30,1,3,1,8,2,4,1,3
Apache Commons Codec,org.apache.commons.codec,StringEncoderComparator,6,30,0,0,3,11,1,2,1,2
Apache Commons Codec,org.apache.commons.codec,CharEncoding,0,3,0,0,0,1,0,1,0,1
Apache Commons Codec,org.apache.commons.codec.language.bm,Languages.SomeLanguages,7,126,2,14,3,27,3,14,1,8
Apache Commons Codec,org.apache.commons.codec.language.bm,Languages.new Languages.LanguageSet() {...},15,5,0,0,6,2,6,2,6,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Languages.new Languages.LanguageSet() {...},5,15,0,0,1,7,1,7,1,7
Apache Commons Codec,org.apache.commons.codec.language.bm,Languages.LanguageSet,0,14,0,2,0,2,0,3,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,PhoneticEngine,48,652,6,38,8,105,6,29,1,11
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,19,0,0,0,4,0,2,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,BeiderMorseEncoder,0,109,0,4,0,28,0,12,0,10
Apache Commons Codec,org.apache.commons.codec.language.bm,ResourceConstants,3,0,0,0,1,0,1,0,1,0
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule,154,815,13,107,19,163,16,66,4,18
Apache Commons Codec,org.apache.commons.codec.language.bm,RuleType,0,48,0,0,0,8,0,3,0,3
Apache Commons Codec,org.apache.commons.codec.language.bm,PhoneticEngine.RulesApplication,5,98,1,9,1,27,1,9,0,5
Apache Commons Codec,org.apache.commons.codec.language.bm,NameType,0,48,0,0,0,8,0,3,0,3
Apache Commons Codec,org.apache.commons.codec.language.bm,Lang.LangRule,0,18,0,0,0,6,0,2,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,PhoneticEngine.PhonemeBuilder,0,146,1,15,0,35,1,14,0,7
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.Phoneme,37,69,0,0,3,17,2,9,2,9
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.PhonemeList,0,9,0,0,0,4,0,2,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.Phoneme.new Comparator() {...},0,44,0,8,0,10,0,6,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,28,0,4,0,3,0,4,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Languages,0,131,0,14,0,29,0,13,0,6
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,25,0,4,0,2,0,4,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,26,0,4,0,2,0,4,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Lang,30,219,3,25,3,48,3,17,1,5
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule() {...},58,30,0,0,9,3,1,1,1,1
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,5,0,0,0,2,0,2,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Codec,org.apache.commons.codec.language.bm,Rule.new Rule.RPattern() {...},0,10,0,2,0,2,0,3,0,2
Apache Commons Codec,org.apache.commons.lang3.arch,Processor.Arch,34,0,0,0,4,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.arch,Processor.Type,44,0,0,0,5,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.arch,Processor,40,0,0,0,11,0,8,0,8,0
Apache Commons Codec,org.apache.commons.lang3.time,StopWatch.SplitState,24,0,0,0,3,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,StopWatch.State.new StopWatch.State() {...},12,0,0,0,4,0,4,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FormatCache,199,0,18,0,40,0,18,0,9,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.ISO8601TimeZoneStrategy,41,0,4,0,13,0,7,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TwentyFourHourField,34,0,2,0,11,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitYearField,23,0,0,0,8,0,5,0,5,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.new Comparator() {...},7,0,0,0,2,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},13,0,2,0,2,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TimeZoneDisplayKey,69,0,12,0,16,0,9,0,3,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},8,0,0,0,2,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},13,0,2,0,2,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},11,0,2,0,2,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter,1026,0,143,0,238,0,116,0,32,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.new FastDateParser.NumberStrategy() {...},11,0,2,0,2,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,DurationFormatUtils.Token,121,0,16,0,30,0,17,0,9,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.UnpaddedNumberField,39,0,4,0,12,0,6,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FormatCache.MultipartKey,50,0,6,0,11,0,6,0,3,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.StrategyAndWidth,34,0,6,0,9,0,5,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateFormat.new FormatCache() {...},10,0,0,0,2,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.WeekYear,23,0,0,0,8,0,4,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.PaddedNumberField,33,0,2,0,11,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.StringLiteral,16,0,0,0,6,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TwelveHourField,34,0,2,0,11,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateFormat,298,0,2,0,49,0,43,0,42,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TimeZoneNameRule,60,0,2,0,12,0,4,0,3,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.PatternStrategy,50,0,2,0,13,0,6,0,5,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.CharacterLiteral,14,0,0,0,6,0,3,0,3,0
Apache Commons Codec,org.apache.commons.lang3.time,DateFormatUtils,164,0,0,0,44,0,18,0,18,0
Apache Commons Codec,org.apache.commons.lang3.time,DurationFormatUtils,878,0,123,0,217,0,78,0,13,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.StrategyParser,163,0,24,0,31,0,16,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TimeZoneNumberRule,67,0,4,0,18,0,6,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TextField,43,0,4,0,13,0,5,0,3,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitNumberField,28,0,2,0,10,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser,663,0,82,0,140,0,74,0,23,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy.TzInfo,14,0,2,0,4,0,2,0,1,0
Apache Commons Codec,org.apache.commons.lang3.time,DateUtils.ModifyType,34,0,0,0,4,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.time,DateUtils,1396,0,198,0,292,0,165,0,61,0
Apache Commons Codec,org.apache.commons.lang3.time,GmtTimeZone,138,0,12,0,23,0,17,0,11,0
Apache Commons Codec,org.apache.commons.lang3.time,DateUtils.DateIterator,44,0,2,0,11,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.DayInWeekField,33,0,2,0,9,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.CopyQuotedStrategy,55,0,6,0,14,0,6,0,3,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.Strategy,2,0,0,0,1,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.NumberStrategy,87,0,14,0,27,0,11,0,4,0
Apache Commons Codec,org.apache.commons.lang3.time,FastTimeZone,86,0,18,0,19,0,15,0,6,0
Apache Commons Codec,org.apache.commons.lang3.time,StopWatch.State,44,0,0,0,5,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.TwoDigitMonthField,23,0,0,0,8,0,5,0,5,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.Iso8601_Rule,99,0,12,0,29,0,12,0,5,0
Apache Commons Codec,org.apache.commons.lang3.time,StopWatch,240,0,30,0,64,0,35,0,20,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.CaseInsensitiveTextStrategy,71,0,2,0,16,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDateParser.TimeZoneStrategy,176,0,19,0,40,0,12,0,2,0
Apache Commons Codec,org.apache.commons.lang3.time,FastDatePrinter.UnpaddedMonthField,34,0,2,0,10,0,6,0,5,0
Apache Commons Codec,org.apache.commons.lang3.text,StrLookup.MapStrLookup,23,0,4,0,9,0,4,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text,StrSubstitutor,1019,0,106,0,269,0,109,0,56,0
Apache Commons Codec,org.apache.commons.lang3.text,FormattableUtils,125,0,16,0,17,0,14,0,6,0
Apache Commons Codec,org.apache.commons.lang3.text,StrMatcher.TrimMatcher,12,0,2,0,3,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text,StrMatcher.CharMatcher,16,0,2,0,4,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text,StrBuilder.StrBuilderWriter,43,0,0,0,15,0,8,0,8,0
Apache Commons Codec,org.apache.commons.lang3.text,ExtendedMessageFormat,763,0,109,0,181,0,79,0,22,0
Apache Commons Codec,org.apache.commons.lang3.text,StrMatcher,135,0,12,0,35,0,22,0,16,0
Apache Commons Codec,org.apache.commons.lang3.text,StrTokenizer,957,0,90,0,248,0,110,0,65,0
Apache Commons Codec,org.apache.commons.lang3.text,StrBuilder,3569,0,532,0,760,0,415,0,149,0
Apache Commons Codec,org.apache.commons.lang3.text,CompositeFormat,34,0,0,0,9,0,6,0,6,0
Apache Commons Codec,org.apache.commons.lang3.text,StrMatcher.CharSetMatcher,22,0,2,0,5,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text,StrBuilder.StrBuilderReader,148,0,24,0,30,0,21,0,9,0
Apache Commons Codec,org.apache.commons.lang3.text,StrLookup.SystemPropertiesStrLookup,9,0,2,0,4,0,2,0,1,0
Apache Commons Codec,org.apache.commons.lang3.text,StrMatcher.NoMatcher,5,0,0,0,3,0,2,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text,WordUtils,545,0,96,0,134,0,63,0,15,0
Apache Commons Codec,org.apache.commons.lang3.text,StrMatcher.StringMatcher,54,0,6,0,11,0,6,0,3,0
Apache Commons Codec,org.apache.commons.lang3.text,StrLookup,23,0,0,0,7,0,5,0,5,0
Apache Commons Codec,org.apache.commons.lang3.text,StrBuilder.StrBuilderTokenizer,35,0,4,0,10,0,5,0,3,0
Apache Commons Codec,org.apache.commons.codec.language,DoubleMetaphone,39,3085,39,399,7,409,37,232,0,39
Apache Commons Codec,org.apache.commons.codec.language,Soundex,7,227,2,32,3,48,4,26,2,11
Apache Commons Codec,org.apache.commons.codec.language,AbstractCaverphone,0,24,0,2,0,6,0,4,0,3
Apache Commons Codec,org.apache.commons.codec.language,RefinedSoundex,0,125,1,13,0,36,1,15,0,9
Apache Commons Codec,org.apache.commons.codec.language,SoundexUtils,0,92,0,18,0,21,0,13,0,4
Apache Commons Codec,org.apache.commons.codec.language,Caverphone2,0,316,0,4,0,64,0,4,0,2
Apache Commons Codec,org.apache.commons.codec.language,Caverphone1,0,301,0,4,0,61,0,4,0,2
Apache Commons Codec,org.apache.commons.codec.language,MatchRatingApproachEncoder,0,654,2,78,0,114,2,51,0,13
Apache Commons Codec,org.apache.commons.codec.language,ColognePhonetic,5,585,6,80,2,84,6,45,0,8
Apache Commons Codec,org.apache.commons.codec.language,Nysiis,0,464,0,74,0,86,0,46,0,9
Apache Commons Codec,org.apache.commons.codec.language,ColognePhonetic.CologneBuffer,0,44,0,0,0,11,0,4,0,4
Apache Commons Codec,org.apache.commons.codec.language,Metaphone,4,713,14,146,2,166,14,87,0,12
Apache Commons Codec,org.apache.commons.codec.language,Caverphone,38,0,2,0,9,0,6,0,5,0
Apache Commons Codec,org.apache.commons.codec.language,DoubleMetaphone.DoubleMetaphoneResult,0,153,0,12,0,37,0,18,0,12
Apache Commons Codec,org.apache.commons.codec.language,ColognePhonetic.CologneInputBuffer,19,45,0,0,3,11,1,5,1,5
Apache Commons Codec,org.apache.commons.codec.language,ColognePhonetic.CologneOutputBuffer,0,33,0,0,0,9,0,3,0,3
Apache Commons Codec,org.apache.commons.lang3.text.translate,UnicodeUnescaper,119,0,16,0,17,0,10,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,CharSequenceTranslator,191,0,18,0,36,0,15,0,6,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,AggregateTranslator,37,0,4,0,8,0,4,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,JavaUnicodeEscaper,50,0,0,0,8,0,6,0,6,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,CodePointTranslator,18,0,2,0,4,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,UnicodeEscaper,121,0,12,0,25,0,14,0,8,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,UnicodeUnpairedSurrogateRemover,13,0,4,0,4,0,4,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,NumericEntityUnescaper.OPTION,34,0,0,0,1,0,1,0,1,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,OctalUnescaper,116,0,24,0,17,0,16,0,4,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,LookupTranslator,132,0,16,0,28,0,10,0,2,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,NumericEntityEscaper,76,0,10,0,20,0,12,0,7,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,EntityArrays,3463,0,2,0,26,0,14,0,13,0
Apache Commons Codec,org.apache.commons.lang3.text.translate,NumericEntityUnescaper,207,0,50,0,41,0,28,0,3,0
Apache Commons Codec,org.apache.commons.codec.digest,B64,0,63,0,4,0,11,0,5,0,3
Apache Commons Codec,org.apache.commons.codec.digest,Sha2Crypt,16,773,3,37,3,125,3,24,0,7
Apache Commons Codec,org.apache.commons.codec.digest,UnixCrypt,6,5951,1,27,1,150,2,26,1,13
Apache Commons Codec,org.apache.commons.codec.digest,DigestUtils,9,227,0,2,3,61,3,53,3,52
Apache Commons Codec,org.apache.commons.codec.digest,Crypt,0,50,0,8,0,13,0,9,0,5
Apache Commons Codec,org.apache.commons.codec.digest,Md5Crypt,0,342,1,27,0,66,1,21,0,8
Apache Commons Codec,org.apache.commons.codec.binary,StringUtils,12,142,2,16,1,34,2,26,0,19
Apache Commons Codec,org.apache.commons.codec.binary,Base32,145,2268,14,61,15,151,15,39,1,11
Apache Commons Codec,org.apache.commons.codec.binary,Hex,6,368,1,13,1,48,2,22,1,16
Apache Commons Codec,org.apache.commons.codec.binary,BaseNCodecOutputStream,0,152,1,21,0,38,1,16,0,6
Apache Commons Codec,org.apache.commons.codec.binary,CharSequenceUtils,61,0,14,0,18,0,9,0,2,0
Apache Commons Codec,org.apache.commons.codec.binary,Base64InputStream,0,24,0,0,0,6,0,3,0,3
Apache Commons Codec,org.apache.commons.codec.binary,BinaryCodec,0,335,0,50,0,57,0,38,0,13
Apache Commons Codec,org.apache.commons.codec.binary,Base64OutputStream,0,24,0,0,0,6,0,3,0,3
Apache Commons Codec,org.apache.commons.codec.binary,BaseNCodec.Context,59,3,0,0,3,2,1,1,1,1
Apache Commons Codec,org.apache.commons.codec.binary,Base32OutputStream,0,24,0,0,0,6,0,3,0,3
Apache Commons Codec,org.apache.commons.codec.binary,BaseNCodecInputStream,14,194,1,33,3,44,3,22,2,6
Apache Commons Codec,org.apache.commons.codec.binary,BaseNCodec,1,401,2,56,0,79,2,47,0,20
Apache Commons Codec,org.apache.commons.codec.binary,Base64,30,1910,7,95,4,145,8,72,1,26
Apache Commons Codec,org.apache.commons.codec.binary,Base32InputStream,0,24,0,0,0,6,0,3,0,3
Apache Commons Codec,org.apache.commons.lang3.math,IEEE754rUtils,239,0,40,0,49,0,33,0,13,0
Apache Commons Codec,org.apache.commons.lang3.math,NumberUtils,1788,0,410,0,435,0,274,0,68,0
Apache Commons Codec,org.apache.commons.lang3.math,Fraction,1311,0,196,0,266,0,133,0,35,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,BackgroundInitializer.InitializationTask,21,0,2,0,6,0,3,0,2,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,BasicThreadFactory.Builder,74,0,0,0,23,0,8,0,8,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,TimedSemaphore,207,0,22,0,59,0,30,0,19,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,ConcurrentUtils.ConstantFuture,18,0,0,0,8,0,6,0,6,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,CallableBackgroundInitializer,33,0,2,0,11,0,5,0,4,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategyClosed,16,0,2,0,3,0,4,0,3,0
Apache Commons Codec,org.apache.commons.lang3.concurrent,TimedSemaphore.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
