GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Joda time,org.joda.time,Partial.Property,0,127,0,0,0,23,0,12,0,12
Joda time,org.joda.time,YearMonthDay,0,546,1,23,0,122,1,64,0,52
Joda time,org.joda.time,DateTimeField,0,3,0,0,0,1,0,1,0,1
Joda time,org.joda.time,DateTimeConstants,0,3,0,0,0,2,0,1,0,1
Joda time,org.joda.time,TimeOfDay.Property,0,148,0,0,0,26,0,13,0,13
Joda time,org.joda.time,MutableInterval,6,236,0,10,2,71,0,32,0,27
Joda time,org.joda.time,Chronology,0,3,0,0,0,1,0,1,0,1
Joda time,org.joda.time,JodaTimePermission,4,0,0,0,2,0,1,0,1,0
Joda time,org.joda.time,Months,0,301,1,43,0,78,1,49,0,21
Joda time,org.joda.time,Interval,0,334,0,30,0,82,0,39,0,24
Joda time,org.joda.time,Hours,0,315,1,39,0,78,1,51,0,27
Joda time,org.joda.time,DateTimeZone.new BaseChronology() {...},6,7,0,0,2,3,2,3,2,3
Joda time,org.joda.time,DateMidnight,0,712,1,49,0,140,1,91,0,67
Joda time,org.joda.time,YearMonth.Property,0,117,0,0,0,21,0,10,0,10
Joda time,org.joda.time,DateMidnight.Property,0,171,0,0,0,28,0,20,0,20
Joda time,org.joda.time,LocalDate,39,1416,10,112,7,287,10,150,1,96
Joda time,org.joda.time,IllegalFieldValueException,26,371,4,12,6,105,4,23,2,17
Joda time,org.joda.time,Period,0,1752,3,59,0,282,3,115,0,87
Joda time,org.joda.time,DurationFieldType,0,114,0,0,0,30,0,17,0,17
Joda time,org.joda.time,YearMonth,18,472,4,27,3,107,4,59,0,47
Joda time,org.joda.time,MutableDateTime.Property,0,184,0,0,0,37,0,18,0,18
Joda time,org.joda.time,DateTimeZone.Stub,0,20,0,0,0,8,0,4,0,4
Joda time,org.joda.time,Years,0,238,1,34,0,60,1,40,0,21
Joda time,org.joda.time,DateTimeZone,91,1154,22,148,23,317,21,105,0,41
Joda time,org.joda.time,MutableDateTime,6,854,3,38,2,197,3,105,0,85
Joda time,org.joda.time.chrono,LimitChronology.LimitDurationField,27,94,0,0,5,20,2,7,2,7
Joda time,org.joda.time.chrono,BasicGJChronology,0,439,0,74,0,67,0,46,0,9
Joda time,org.joda.time.chrono,BasicChronology.YearInfo,0,9,0,0,0,4,0,1,0,1
Joda time,org.joda.time.chrono,LimitChronology.LimitException,87,10,4,0,19,4,4,1,2,1
Joda time,org.joda.time.chrono,GJLocaleSymbols,0,456,2,38,0,103,2,42,0,24
Joda time,org.joda.time.chrono,LenientChronology,23,220,7,9,7,43,6,11,0,9
Joda time,org.joda.time.chrono,BasicChronology.HalfdayField,0,23,0,0,0,5,0,4,0,4
Joda time,org.joda.time.chrono,BasicYearDateTimeField,4,162,0,10,1,38,1,22,1,17
Joda time,org.joda.time.chrono,GJDayOfWeekDateTimeField,4,44,0,0,1,12,1,10,1,10
Joda time,org.joda.time.chrono,CopticChronology,13,236,0,22,2,62,0,25,0,14
Joda time,org.joda.time.chrono,ZonedChronology,52,487,16,22,15,83,15,20,2,14
Joda time,org.joda.time.chrono,StrictChronology,35,183,11,5,11,39,9,8,1,8
Joda time,org.joda.time.chrono,GJChronology.LinkedDurationField,6,27,0,0,1,6,1,4,1,4
Joda time,org.joda.time.chrono,AssembledChronology,72,617,44,60,1,109,44,52,0,44
Joda time,org.joda.time.chrono,BasicMonthOfYearDateTimeField,160,411,14,32,29,85,9,32,1,17
Joda time,org.joda.time.chrono,IslamicChronology,112,406,14,40,21,96,16,42,7,24
Joda time,org.joda.time.chrono,BaseChronology,162,372,4,34,37,77,38,27,34,12
Joda time,org.joda.time.chrono,BasicDayOfYearDateTimeField,21,79,2,8,5,17,3,12,2,8
Joda time,org.joda.time.chrono,BuddhistChronology,11,213,2,12,1,50,3,16,1,11
Joda time,org.joda.time.chrono,BasicWeekOfWeekyearDateTimeField,19,88,2,6,5,19,3,14,2,11
Joda time,org.joda.time.chrono,BasicDayOfMonthDateTimeField,7,110,1,11,2,25,2,14,1,9
Joda time,org.joda.time.chrono,GJChronology.ImpreciseCutoverField,99,178,17,21,18,36,13,15,2,7
Joda time,org.joda.time.chrono,BasicChronology,12,931,4,44,1,200,4,56,0,36
Joda time,org.joda.time.chrono,GJYearOfEraDateTimeField,46,58,0,4,8,15,8,9,8,7
Joda time,org.joda.time.chrono,LimitChronology.LimitDateTimeField,146,188,0,0,32,43,10,16,10,16
Joda time,org.joda.time.chrono,JulianChronology,9,235,1,27,2,65,1,33,0,20
Joda time,org.joda.time.chrono,LimitChronology,108,531,30,34,29,95,24,24,2,14
Joda time,org.joda.time.chrono,AssembledChronology.Fields,7,326,37,37,1,74,37,4,0,4
Joda time,org.joda.time.chrono,ISOYearOfEraDateTimeField,69,34,2,2,13,8,11,7,10,6
Joda time,org.joda.time.chrono,BasicFixedMonthChronology,12,139,5,9,3,29,4,18,1,14
Joda time,org.joda.time.chrono,BasicSingleEraDateTimeField,42,19,4,0,13,8,12,6,10,6
Joda time,org.joda.time.chrono,IslamicChronology.LeapYearPatternType,13,25,5,2,6,6,5,3,1,2
Joda time,org.joda.time.chrono,ISOChronology,0,175,1,15,0,46,1,19,0,12
Joda time,org.joda.time.chrono,ZonedChronology.ZonedDateTimeField,62,458,4,18,11,86,7,37,3,30
Joda time,org.joda.time.chrono,ZonedChronology.ZonedDurationField,61,177,6,18,8,28,10,16,5,9
Joda time,org.joda.time.chrono,ISOChronology.Stub,0,21,0,0,0,8,0,4,0,4
Joda time,org.joda.time.chrono,BasicWeekyearDateTimeField,10,256,0,24,2,57,2,27,2,15
Joda time,org.joda.time.chrono,EthiopicChronology,29,213,2,18,6,56,2,22,1,13
Joda time,org.joda.time.chrono,GJChronology,18,879,5,45,4,161,5,47,0,27
Joda time,org.joda.time.chrono,GJChronology.CutoverField,199,421,25,45,38,87,28,41,13,21
Joda time,org.joda.time.chrono,GregorianChronology,0,227,0,28,0,57,0,32,0,18
Joda time,org.joda.time.chrono,GJMonthOfYearDateTimeField,0,28,0,0,0,7,0,6,0,6
Joda time,org.joda.time.chrono,GJEraDateTimeField,28,83,2,6,7,23,6,15,5,12
Joda time,org.joda.time.tz,ZoneInfoCompiler.RuleSet,5,49,1,3,1,11,1,4,0,3
Joda time,org.joda.time.tz,DefaultNameProvider,102,137,15,21,8,26,11,12,0,5
Joda time,org.joda.time.tz,CachedDateTimeZone,21,176,3,15,9,45,2,21,0,14
Joda time,org.joda.time.tz,DateTimeZoneBuilder.DSTZone,57,227,16,18,27,60,15,13,1,10
Joda time,org.joda.time.tz,DateTimeZoneBuilder.Recurrence,30,86,5,5,5,20,8,8,3,8
Joda time,org.joda.time.tz,DateTimeZoneBuilder.RuleSet,24,300,7,33,5,80,8,24,1,11
Joda time,org.joda.time.tz,DateTimeZoneBuilder.Rule,7,91,1,7,2,23,3,8,2,5
Joda time,org.joda.time.tz,DateTimeZoneBuilder,58,603,23,57,13,130,19,38,0,15
Joda time,org.joda.time.tz,ZoneInfoCompiler.Rule,69,104,6,4,7,23,6,3,1,3
Joda time,org.joda.time.tz,UTCProvider,0,14,0,2,0,6,0,4,0,3
Joda time,org.joda.time.tz,DateTimeZoneBuilder.Transition,0,95,1,7,0,27,1,12,0,9
Joda time,org.joda.time.tz,DateTimeZoneBuilder.PrecalculatedZone,218,780,57,99,43,177,46,44,0,12
Joda time,org.joda.time.tz,CachedDateTimeZone.Info,0,98,0,18,0,21,0,13,0,4
Joda time,org.joda.time.tz,FixedDateTimeZone,0,112,1,15,0,24,1,18,0,11
Joda time,org.joda.time.tz,ZoneInfoCompiler.DateTimeOfYear,64,215,6,12,7,57,6,8,1,4
Joda time,org.joda.time.tz,ZoneInfoCompiler.Zone,77,122,4,12,8,34,4,10,1,5
Joda time,org.joda.time.tz,ZoneInfoCompiler,284,802,49,94,53,189,45,44,1,16
Joda time,org.joda.time.tz,ZoneInfoProvider,104,245,14,24,26,66,15,15,2,9
Joda time,org.joda.time.tz,DateTimeZoneBuilder.OfYear,113,426,32,38,25,95,24,22,0,11
Joda time,org.joda.time.field,SkipDateTimeField,18,72,3,7,4,21,3,8,1,5
Joda time,org.joda.time.field,BaseDurationField,0,87,0,6,0,22,0,15,0,12
Joda time,org.joda.time.field,DividedDateTimeField,175,111,9,7,24,25,16,8,9,7
Joda time,org.joda.time.field,ImpreciseDateTimeField,3,84,2,8,1,17,3,7,1,4
Joda time,org.joda.time.field,FieldUtils,22,395,12,60,5,70,11,41,1,14
Joda time,org.joda.time.field,AbstractPartialFieldProperty,0,208,0,22,0,50,0,32,0,21
Joda time,org.joda.time.field,DelegatedDateTimeField,169,144,1,3,27,32,27,28,26,27
Joda time,org.joda.time.field,DecoratedDateTimeField,5,56,0,4,1,15,1,11,1,9
Joda time,org.joda.time.field,PreciseDurationDateTimeField,0,135,0,10,0,27,0,15,0,10
Joda time,org.joda.time.field,OffsetDateTimeField,6,182,2,6,2,35,2,22,0,20
Joda time,org.joda.time.field,SkipUndoDateTimeField,18,59,3,5,4,18,3,7,1,5
Joda time,org.joda.time.field,BaseDateTimeField,27,764,5,67,5,168,5,75,0,44
Joda time,org.joda.time.field,ScaledDurationField,0,212,1,13,0,37,1,23,0,17
Joda time,org.joda.time.field,PreciseDurationField,0,102,0,8,0,24,0,15,0,11
Joda time,org.joda.time.field,ZeroIsMaxDateTimeField,110,52,2,4,22,14,22,7,20,6
Joda time,org.joda.time.field,LenientDateTimeField,10,53,3,3,4,11,4,3,1,3
Joda time,org.joda.time.field,DecoratedDurationField,41,28,1,3,7,9,7,5,6,4
Joda time,org.joda.time.field,AbstractReadableInstantFieldProperty,7,269,2,24,2,61,3,40,1,29
Joda time,org.joda.time.field,ImpreciseDateTimeField.LinkedDurationField,14,55,0,0,4,13,2,9,2,9
Joda time,org.joda.time.field,UnsupportedDateTimeField,6,226,1,11,1,67,2,58,1,53
Joda time,org.joda.time.field,UnsupportedDurationField,69,79,7,5,18,23,16,15,12,13
Joda time,org.joda.time.field,RemainderDateTimeField,72,105,4,4,11,26,11,10,7,10
Joda time,org.joda.time.field,StrictDateTimeField,31,10,3,3,9,4,6,1,3,1
Joda time,org.joda.time.field,DelegatedDurationField,160,0,8,0,33,0,28,0,24,0
Joda time,org.joda.time.field,PreciseDateTimeField,0,118,0,6,0,21,0,10,0,7
Joda time,org.joda.time.field,MillisDurationField,3,94,2,6,1,30,2,25,0,23
Joda time,org.joda.time.format,DateTimeFormatterBuilder.UnpaddedNumber,48,38,2,2,17,12,3,5,2,4
Joda time,org.joda.time.format,DateTimeFormatterBuilder.MatchingParser,0,143,4,30,0,44,4,16,0,3
Joda time,org.joda.time.format,PeriodFormatterBuilder.Separator,42,378,21,61,8,87,16,32,0,7
Joda time,org.joda.time.format,DateTimeFormatterBuilder.CharacterLiteral,0,76,2,6,0,26,2,10,0,8
Joda time,org.joda.time.format,PeriodFormatter,0,233,2,20,0,60,2,28,0,19
Joda time,org.joda.time.format,PeriodFormat,0,184,0,2,0,38,0,6,0,5
Joda time,org.joda.time.format,FormatUtils,285,404,48,54,71,84,33,30,3,9
Joda time,org.joda.time.format,DateTimeFormatterBuilder.Fraction,122,290,34,33,40,80,33,19,2,8
Joda time,org.joda.time.format,PeriodFormatterBuilder.CompositeAffix,75,0,4,0,20,0,8,0,6,0
Joda time,org.joda.time.format,PeriodFormatterBuilder.Composite,12,230,4,30,3,54,4,21,0,8
Joda time,org.joda.time.format,DateTimeFormatterBuilder.TimeZoneOffset,173,487,71,83,57,135,55,31,1,8
Joda time,org.joda.time.format,DateTimeFormatterBuilder.NumberFormatter,6,165,1,33,3,40,1,19,0,3
Joda time,org.joda.time.format,DateTimeFormat.StyleFormatter,50,134,2,8,11,32,6,11,4,7
Joda time,org.joda.time.format,DateTimeFormatter,36,903,16,72,10,198,17,72,2,43
Joda time,org.joda.time.format,ISOPeriodFormat,0,153,0,10,0,92,0,11,0,6
Joda time,org.joda.time.format,PeriodFormatterBuilder.Literal,0,50,0,2,0,13,0,8,0,7
Joda time,org.joda.time.format,DateTimeParserBucket,75,402,12,50,18,90,17,38,7,17
Joda time,org.joda.time.format,DateTimeFormat,41,663,12,110,13,179,15,84,5,20
Joda time,org.joda.time.format,DateTimeFormatterBuilder.PaddedNumber,26,74,1,3,9,21,1,7,0,6
Joda time,org.joda.time.format,DateTimeFormatterBuilder,233,657,37,66,47,145,45,82,11,64
Joda time,org.joda.time.format,PeriodFormatterBuilder.PluralAffix,43,105,8,12,13,24,7,9,1,5
Joda time,org.joda.time.format,DateTimeParserBucket.SavedState,2,57,1,3,1,14,1,3,0,2
Joda time,org.joda.time.format,DateTimeFormatterBuilder.TimeZoneId,12,94,4,12,4,24,6,10,3,5
Joda time,org.joda.time.format,DateTimeParserBucket.SavedField,0,80,0,6,0,25,0,7,0,4
Joda time,org.joda.time.format,DateTimeFormatterBuilder.TimeZoneName,106,0,13,0,25,0,16,0,9,0
Joda time,org.joda.time.format,ISODateTimeFormat,9,1649,10,252,3,571,10,193,0,72
Joda time,org.joda.time.format,PeriodFormatterBuilder,82,670,18,65,16,158,18,69,2,43
Joda time,org.joda.time.format,DateTimeFormatterBuilder.TextField,35,309,2,22,13,69,3,20,1,10
Joda time,org.joda.time.format,PeriodFormatterBuilder.FieldFormatter,82,909,42,177,27,225,39,96,0,13
Joda time,org.joda.time.format,DateTimeFormatterBuilder.TwoDigitYear,115,267,17,47,33,70,16,26,4,6
Joda time,org.joda.time.format,DateTimeFormatterBuilder.Composite,20,337,8,48,5,86,8,32,0,12
Joda time,org.joda.time.format,DateTimeFormatterBuilder.StringLiteral,16,41,0,2,6,10,3,6,3,5
Joda time,org.joda.time.format,DateTimeFormatterBuilder.FixedNumber,6,51,2,12,1,15,2,7,0,2
Joda time,org.joda.time.format,PeriodFormatterBuilder.SimpleAffix,4,75,2,6,1,22,2,8,0,6
Joda time,org.joda.time.convert,StringConverter,9,442,3,63,1,84,3,38,0,8
Joda time,org.joda.time.convert,ConverterSet,5,486,2,78,1,117,2,46,0,8
Joda time,org.joda.time.convert,NullConverter,0,27,0,0,0,11,0,6,0,6
Joda time,org.joda.time.convert,CalendarConverter,0,80,0,10,0,26,0,11,0,6
Joda time,org.joda.time.convert,ReadableInstantConverter,0,51,0,8,0,18,0,10,0,6
Joda time,org.joda.time.convert,ReadableDurationConverter,0,43,0,2,0,12,0,6,0,5
Joda time,org.joda.time.convert,ConverterSet.Entry,0,9,0,0,0,4,0,1,0,1
Joda time,org.joda.time.convert,AbstractConverter,0,49,0,2,0,11,0,10,0,9
Joda time,org.joda.time.convert,DateConverter,0,16,0,0,0,6,0,4,0,4
Joda time,org.joda.time.convert,LongConverter,0,18,0,0,0,6,0,5,0,5
Joda time,org.joda.time.convert,ReadablePeriodConverter,0,21,0,0,0,8,0,5,0,5
Joda time,org.joda.time.convert,ReadableIntervalConverter,0,70,0,6,0,20,0,10,0,7
Joda time,org.joda.time.convert,ReadablePartialConverter,0,59,0,4,0,16,0,8,0,6
Joda time,org.joda.time.convert,ConverterManager,30,637,5,57,5,141,5,54,0,28
Joda time,org.joda.time.base,AbstractDateTime,0,199,0,8,0,39,0,28,0,24
Joda time,org.joda.time.base,AbstractInstant,0,274,0,28,0,62,0,43,0,29
Joda time,org.joda.time.base,BasePeriod,0,732,3,55,0,174,3,57,0,31
Joda time,org.joda.time.base,BaseSingleFieldPeriod,16,290,1,45,1,69,1,38,0,16
Joda time,org.joda.time.base,BaseInterval,0,266,0,14,0,71,0,18,0,11
Joda time,org.joda.time.base,AbstractDuration,0,174,0,32,0,40,0,26,0,10
Joda time,org.joda.time.base,AbstractInterval,0,373,1,51,0,78,1,51,0,26
Joda time,org.joda.time.base,BaseLocal,0,3,0,0,0,2,0,1,0,1
Joda time,org.joda.time.base,BaseDuration,0,116,0,2,0,29,0,16,0,15
Joda time,org.joda.time.base,AbstractPartial,0,403,1,61,0,80,1,50,0,20
Joda time,org.joda.time.base,BaseDateTime,0,167,0,0,0,44,0,17,0,17
Joda time,org.joda.time.base,AbstractPeriod,0,177,1,21,0,40,1,24,0,14
Joda time,org.joda.time.base,BasePeriod.new AbstractPeriod() {...},2,5,0,0,1,2,1,2,1,2
Joda time,org.joda.time.base,BasePartial,26,168,0,4,7,48,1,17,1,15
